Node,Group,UpBinRatio
ADIPOQ,UCEC,0.485549132947977
ADIPOQ,UCS,0.631578947368421
ADIPOQ,UVM,0.4875
ADIPOR1,ACC,0.487179487179487
ADIPOR1,BLCA,0.64735516372796
ADIPOR1,BRCA,0.91320406278855
ADIPOR1,CESC,0.873333333333333
ADIPOR1,CHOL,0.8
ADIPOR1,COAD,0.55328798185941
ADIPOR1,ESCA,0.549132947976879
ADIPOR1,GBM,0.279220779220779
ADIPOR1,HNSC,0.906614785992218
ADIPOR1,KICH,0.123076923076923
ADIPOR1,KIRC,0.770873786407767
ADIPOR1,KIRP,0.304659498207885
ADIPOR1,LGG,0.0408560311284047
ADIPOR1,LIHC,0.919889502762431
ADIPOR1,LUAD,0.964989059080963
ADIPOR1,LUSC,0.94238683127572
ADIPOR1,MESO,0.433734939759036
ADIPOR1,OV,0.814126394052045
ADIPOR1,PAAD,0.662251655629139
ADIPOR1,PCPG,0.966292134831461
ADIPOR1,PRAD,0.908641975308642
ADIPOR1,READ,0.596153846153846
ADIPOR1,SARC,0.273542600896861
ADIPOR1,SKCM,0.941747572815534
ADIPOR1,STAD,0.427109974424552
ADIPOR1,TGCT,0.624161073825503
ADIPOR1,THCA,0.25
ADIPOR1,UCEC,0.592030360531309
ADIPOR1,UCS,0.491228070175439
ADIPOR1,UVM,0.975
ADIPOR2,ACC,0.987179487179487
ADIPOR2,BLCA,0.465994962216625
ADIPOR2,BRCA,0.830101569713758
ADIPOR2,CESC,0.773333333333333
ADIPOR2,CHOL,0.714285714285714
ADIPOR2,COAD,0.848072562358277
ADIPOR2,ESCA,0.826589595375723
ADIPOR2,GBM,0.571428571428571
ADIPOR2,HNSC,0.885214007782101
ADIPOR2,KICH,1
ADIPOR2,KIRC,0.611650485436893
ADIPOR2,KIRP,0.408602150537634
ADIPOR2,LGG,0.933852140077821
ADIPOR2,LIHC,0.917127071823204
ADIPOR2,LUAD,0.356673960612691
ADIPOR2,LUSC,0.917695473251029
ADIPOR2,MESO,0.421686746987952
ADIPOR2,OV,0.54275092936803
ADIPOR2,PAAD,0.675496688741722
ADIPOR2,PCPG,0.331460674157303
ADIPOR2,PRAD,0.659259259259259
ADIPOR2,READ,0.83974358974359
ADIPOR2,SARC,0.340807174887892
ADIPOR2,SKCM,0.990291262135922
ADIPOR2,STAD,0.746803069053708
ADIPOR2,TGCT,1
ADIPOR2,THCA,0.360721442885772
ADIPOR2,UCEC,0.145833333333333
ADIPOR2,UCS,0.43859649122807
ADIPOR2,UVM,1
ADM,ACC,0.576923076923077
ADM,BLCA,0.909319899244332
ADM,BRCA,0.280701754385965
ADM,CESC,0.94
ADM,CHOL,0.771428571428571
ADM,COAD,0.718820861678005
ADM,ESCA,0.751445086705202
ADM,GBM,0.831168831168831
ADM,HNSC,0.988326848249027
ADM,KICH,1
ADM,KIRC,0.988349514563107
ADM,KIRP,0.598566308243728
ADM,LGG,0.140350877192982
ADM,LIHC,0.654696132596685
ADM,LUAD,0.544857768052516
ADM,LUSC,0.95679012345679
ADM,MESO,0.626506024096386
ADM,OV,0.527881040892193
ADM,PAAD,0.85430463576159
ADM,PCPG,0.98876404494382
ADM,PRAD,0.353086419753086
ADM,READ,0.826923076923077
ADM,SARC,0.829596412556054
ADM,SKCM,0.601941747572815
ADM,STAD,0.470588235294118
ADM,TGCT,0.516778523489933
ADM,THCA,0.868
ADM,UCEC,0.850378787878788
ADM,UCS,0.701754385964912
ADM,UVM,0.575
ADM2,ACC,0.141025641025641
ADM2,BLCA,0.342569269521411
ADM2,BRCA,0.824561403508772
ADM2,CESC,0.556666666666667
ADM2,CHOL,0.914285714285714
ADM2,COAD,0.839002267573696
ADM2,ESCA,0.716763005780347
ADM2,GBM,0.0454545454545455
ADM2,HNSC,0.492217898832685
ADM2,KICH,0.769230769230769
ADM2,KIRC,0.959223300970874
ADM2,KIRP,0.935483870967742
ADM2,LGG,0.00779727095516569
ADM2,LIHC,0.803867403314917
ADM2,LUAD,0.87746170678337
ADM2,LUSC,0.781893004115226
ADM2,MESO,0.385542168674699
ADM2,OV,0.386617100371747
ADM2,PAAD,0.95364238410596
ADM2,PCPG,0.0898876404494382
ADM2,PRAD,0.997530864197531
ADM2,READ,0.858974358974359
ADM2,SARC,0.367713004484305
ADM2,SKCM,0.223300970873786
ADM2,STAD,0.79539641943734
ADM2,TGCT,0.697986577181208
ADM2,THCA,0.86
ADM2,UCEC,0.755681818181818
ADM2,UCS,0.543859649122807
ADM2,UVM,0.325
ADORA2B,ACC,0.512820512820513
ADORA2B,BLCA,0.874055415617129
ADORA2B,BRCA,0.565096952908587
ADORA2B,CESC,0.96
ADORA2B,CHOL,0.8
ADORA2B,COAD,0.99546485260771
ADORA2B,ESCA,0.947976878612717
ADORA2B,GBM,0.961038961038961
ADORA2B,HNSC,1
ADORA2B,KICH,0.046875
ADORA2B,KIRC,0.629126213592233
ADORA2B,KIRP,0.111111111111111
