sample,link
TCGA-AA-3845,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3845-01Z-00-DX1"">TCGA-AA-3845-01Z-00-DX1</a>"
TCGA-AA-3855,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3855-01Z-00-DX1"">TCGA-AA-3855-01Z-00-DX1</a>"
TCGA-AA-3856,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3856-01Z-00-DX1"">TCGA-AA-3856-01Z-00-DX1</a>"
TCGA-AA-3867,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3867-01Z-00-DX1"">TCGA-AA-3867-01Z-00-DX1</a>"
TCGA-AA-3975,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3975-01Z-00-DX1"">TCGA-AA-3975-01Z-00-DX1</a>"
TCGA-AA-3994,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3994-01Z-00-DX1"">TCGA-AA-3994-01Z-00-DX1</a>"
TCGA-AA-A00U,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A00U-01Z-00-DX1"">TCGA-AA-A00U-01Z-00-DX1</a>"
TCGA-AA-A017,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A017-01Z-00-DX1"">TCGA-AA-A017-01Z-00-DX1</a>"
TCGA-AA-A01K,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01K-01Z-00-DX1"">TCGA-AA-A01K-01Z-00-DX1</a>"
TCGA-AA-A01T,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01T-01Z-00-DX1"">TCGA-AA-A01T-01Z-00-DX1</a>"
TCGA-AA-A01Z,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01Z-01Z-00-DX1"">TCGA-AA-A01Z-01Z-00-DX1</a>"
TCGA-AA-A02H,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A02H-01Z-00-DX1"">TCGA-AA-A02H-01Z-00-DX1</a>"
TCGA-AA-A02O,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A02O-01Z-00-DX1"">TCGA-AA-A02O-01Z-00-DX1</a>"
TCGA-AA-A03F,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A03F-01Z-00-DX1"">TCGA-AA-A03F-01Z-00-DX1</a>"
TCGA-AC-A2B8,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A2B8-01Z-00-DX1"">TCGA-AC-A2B8-01Z-00-DX1</a>"
TCGA-AC-A2QI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A2QI-01Z-00-DX1"">TCGA-AC-A2QI-01Z-00-DX1</a>"
TCGA-AC-A3W7,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A3W7-01Z-00-DX1"">TCGA-AC-A3W7-01Z-00-DX1</a>"
TCGA-AC-A62X,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A62X-01Z-00-DX1"">TCGA-AC-A62X-01Z-00-DX1</a>"
TCGA-AD-A5EJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AD-A5EJ-01Z-00-DX1"">TCGA-AD-A5EJ-01Z-00-DX1</a>"
TCGA-AF-2690,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-2690-01Z-00-DX1"">TCGA-AF-2690-01Z-00-DX1</a>"
TCGA-AF-A56L,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-A56L-01Z-00-DX1"">TCGA-AF-A56L-01Z-00-DX1</a>"
TCGA-AG-3584,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3584-01Z-00-DX1"">TCGA-AG-3584-01Z-00-DX1</a>"
TCGA-AG-3601,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3601-01Z-00-DX1"">TCGA-AG-3601-01Z-00-DX1</a>"
TCGA-AG-3605,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3605-01Z-00-DX1"">TCGA-AG-3605-01Z-00-DX1</a>"
TCGA-AG-3727,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3727-01Z-00-DX1"">TCGA-AG-3727-01Z-00-DX1</a>"
TCGA-AG-3883,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3883-01Z-00-DX1"">TCGA-AG-3883-01Z-00-DX1</a>"
TCGA-AG-A025,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-A025-01Z-00-DX1"">TCGA-AG-A025-01Z-00-DX1</a>"
TCGA-AH-6549,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AH-6549-01Z-00-DX1"">TCGA-AH-6549-01Z-00-DX1</a>"
TCGA-AH-6644,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AH-6644-01Z-00-DX1"">TCGA-AH-6644-01Z-00-DX1</a>"
TCGA-AJ-A2QM,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A2QM-01Z-00-DX1"">TCGA-AJ-A2QM-01Z-00-DX1</a>"
TCGA-AJ-A3BF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A3BF-01Z-00-DX1"">TCGA-AJ-A3BF-01Z-00-DX1</a>"
TCGA-AJ-A3BH,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A3BH-01Z-00-DX1"">TCGA-AJ-A3BH-01Z-00-DX1</a>"
TCGA-AJ-A3EL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A3EL-01Z-00-DX1"">TCGA-AJ-A3EL-01Z-00-DX1</a>"
TCGA-AJ-A3OL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A3OL-01Z-00-DX1"">TCGA-AJ-A3OL-01Z-00-DX1</a>"
TCGA-AJ-A3QS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A3QS-01Z-00-DX1"">TCGA-AJ-A3QS-01Z-00-DX1</a>"
TCGA-AJ-A8CW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AJ-A8CW-01Z-00-DX1"">TCGA-AJ-A8CW-01Z-00-DX1</a>"
TCGA-AN-A0FL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AN-A0FL-01Z-00-DX1"">TCGA-AN-A0FL-01Z-00-DX1</a>"
TCGA-AN-A0G0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AN-A0G0-01Z-00-DX1"">TCGA-AN-A0G0-01Z-00-DX1</a>"
TCGA-AO-A0J8,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AO-A0J8-01Z-00-DX1"">TCGA-AO-A0J8-01Z-00-DX1</a>"
TCGA-AO-A0JA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AO-A0JA-01Z-00-DX1"">TCGA-AO-A0JA-01Z-00-DX1</a>"
TCGA-AP-A1DM,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AP-A1DM-01Z-00-DX1"">TCGA-AP-A1DM-01Z-00-DX1</a>"
TCGA-AP-A1E1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AP-A1E1-01Z-00-DX1"">TCGA-AP-A1E1-01Z-00-DX1</a>"
TCGA-AQ-A04J,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AQ-A04J-01Z-00-DX1"">TCGA-AQ-A04J-01Z-00-DX1</a>"
TCGA-AR-A1AK,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A1AK-01Z-00-DX1"">TCGA-AR-A1AK-01Z-00-DX1</a>"
TCGA-AR-A1AP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A1AP-01Z-00-DX1"">TCGA-AR-A1AP-01Z-00-DX1</a>"
TCGA-AR-A1AY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A1AY-01Z-00-DX1"">TCGA-AR-A1AY-01Z-00-DX1</a>"
TCGA-AR-A24R,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A24R-01Z-00-DX1"">TCGA-AR-A24R-01Z-00-DX1</a>"
TCGA-AR-A252,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A252-01Z-00-DX1"">TCGA-AR-A252-01Z-00-DX1</a>"
TCGA-AR-A2LE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A2LE-01Z-00-DX1"">TCGA-AR-A2LE-01Z-00-DX1</a>"
TCGA-AR-A5QM,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AR-A5QM-01Z-00-DX1"">TCGA-AR-A5QM-01Z-00-DX1</a>"
TCGA-AX-A062,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AX-A062-01Z-00-DX1"">TCGA-AX-A062-01Z-00-DX1</a>"
TCGA-AX-A1CJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AX-A1CJ-01Z-00-DX1"">TCGA-AX-A1CJ-01Z-00-DX1</a>"
TCGA-AZ-4682,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AZ-4682-01Z-00-DX1"">TCGA-AZ-4682-01Z-00-DX1</a>"
TCGA-AZ-6606,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AZ-6606-01Z-00-DX1"">TCGA-AZ-6606-01Z-00-DX1</a>"
TCGA-B5-A11F,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-B5-A11F-01Z-00-DX1"">TCGA-B5-A11F-01Z-00-DX1</a>"
TCGA-B5-A11V,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-B5-A11V-01Z-00-DX1"">TCGA-B5-A11V-01Z-00-DX1</a>"
TCGA-B5-A3FB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-B5-A3FB-01Z-00-DX1"">TCGA-B5-A3FB-01Z-00-DX1</a>"
TCGA-B6-A0IB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-B6-A0IB-01Z-00-DX1"">TCGA-B6-A0IB-01Z-00-DX1</a>"
TCGA-B6-A0X1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-B6-A0X1-01Z-00-DX1"">TCGA-B6-A0X1-01Z-00-DX1</a>"
TCGA-BG-A0MI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BG-A0MI-01Z-00-DX1"">TCGA-BG-A0MI-01Z-00-DX1</a>"
TCGA-BG-A0W1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BG-A0W1-01Z-00-DX1"">TCGA-BG-A0W1-01Z-00-DX1</a>"
TCGA-BH-A0B8,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0B8-01Z-00-DX1"">TCGA-BH-A0B8-01Z-00-DX1</a>"
TCGA-BH-A0B9,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0B9-01Z-00-DX1"">TCGA-BH-A0B9-01Z-00-DX1</a>"
TCGA-BH-A0BT,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0BT-01Z-00-DX1"">TCGA-BH-A0BT-01Z-00-DX1</a>"
TCGA-BH-A0C0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0C0-01Z-00-DX1"">TCGA-BH-A0C0-01Z-00-DX1</a>"
TCGA-BH-A0DE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0DE-01Z-00-DX1"">TCGA-BH-A0DE-01Z-00-DX1</a>"
TCGA-BH-A0DH,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0DH-01Z-00-DX1"">TCGA-BH-A0DH-01Z-00-DX1</a>"
TCGA-BH-A0DT,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0DT-01Z-00-DX1"">TCGA-BH-A0DT-01Z-00-DX1</a>"
TCGA-BH-A0DV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0DV-01Z-00-DX1"">TCGA-BH-A0DV-01Z-00-DX1</a>"
TCGA-BH-A0EE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0EE-01Z-00-DX1"">TCGA-BH-A0EE-01Z-00-DX1</a>"
TCGA-BH-A0H5,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0H5-01Z-00-DX1"">TCGA-BH-A0H5-01Z-00-DX1</a>"
TCGA-BH-A0HO,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A0HO-01Z-00-DX1"">TCGA-BH-A0HO-01Z-00-DX1</a>"
TCGA-BH-A18Q,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A18Q-01Z-00-DX1"">TCGA-BH-A18Q-01Z-00-DX1</a>"
TCGA-BH-A18U,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A18U-01Z-00-DX1"">TCGA-BH-A18U-01Z-00-DX1</a>"
TCGA-BH-A1EN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A1EN-01Z-00-DX1"">TCGA-BH-A1EN-01Z-00-DX1</a>"
TCGA-BH-A1EO,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A1EO-01Z-00-DX1"">TCGA-BH-A1EO-01Z-00-DX1</a>"
TCGA-BH-A1F6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A1F6-01Z-00-DX1"">TCGA-BH-A1F6-01Z-00-DX1</a>"
TCGA-BH-A1FU,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A1FU-01Z-00-DX1"">TCGA-BH-A1FU-01Z-00-DX1</a>"
TCGA-BH-A42T,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BH-A42T-01Z-00-DX1"">TCGA-BH-A42T-01Z-00-DX1</a>"
TCGA-BL-A5ZZ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BL-A5ZZ-01Z-00-DX1"">TCGA-BL-A5ZZ-01Z-00-DX1</a>"
TCGA-BR-6452,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-6452-01Z-00-DX1"">TCGA-BR-6452-01Z-00-DX1</a>"
TCGA-BR-6454,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-6454-01Z-00-DX1"">TCGA-BR-6454-01Z-00-DX1</a>"
TCGA-BR-6455,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-6455-01Z-00-DX1"">TCGA-BR-6455-01Z-00-DX1</a>"
TCGA-BR-7851,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-7851-01Z-00-DX1"">TCGA-BR-7851-01Z-00-DX1</a>"
TCGA-BR-8059,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8059-01Z-00-DX1"">TCGA-BR-8059-01Z-00-DX1</a>"
TCGA-BR-8291,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8291-01Z-00-DX1"">TCGA-BR-8291-01Z-00-DX1</a>"
TCGA-BR-8295,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8295-01Z-00-DX1"">TCGA-BR-8295-01Z-00-DX1</a>"
TCGA-BR-8366,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8366-01Z-00-DX1"">TCGA-BR-8366-01Z-00-DX1</a>"
TCGA-BR-8370,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8370-01Z-00-DX1"">TCGA-BR-8370-01Z-00-DX1</a>"
TCGA-BR-8382,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8382-01Z-00-DX1"">TCGA-BR-8382-01Z-00-DX1</a>"
TCGA-BR-8485,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-8485-01Z-00-DX1"">TCGA-BR-8485-01Z-00-DX1</a>"
TCGA-BR-A44U,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-A44U-01Z-00-DX1"">TCGA-BR-A44U-01Z-00-DX1</a>"
TCGA-BR-A4CQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-A4CQ-01Z-00-DX1"">TCGA-BR-A4CQ-01Z-00-DX1</a>"
TCGA-BR-A4IU,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BR-A4IU-01Z-00-DX1"">TCGA-BR-A4IU-01Z-00-DX1</a>"
TCGA-BS-A0TE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BS-A0TE-01Z-00-DX1"">TCGA-BS-A0TE-01Z-00-DX1</a>"
TCGA-BT-A20O,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BT-A20O-01Z-00-DX1"">TCGA-BT-A20O-01Z-00-DX1</a>"
TCGA-BT-A20Q,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BT-A20Q-01Z-00-DX1"">TCGA-BT-A20Q-01Z-00-DX1</a>"
TCGA-BT-A42C,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-BT-A42C-01Z-00-DX1"">TCGA-BT-A42C-01Z-00-DX1</a>"
TCGA-C5-A1M6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A1M6-01Z-00-DX1"">TCGA-C5-A1M6-01Z-00-DX1</a>"
TCGA-C5-A1M7,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A1M7-01Z-00-DX1"">TCGA-C5-A1M7-01Z-00-DX1</a>"
TCGA-C5-A1M9,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A1M9-01Z-00-DX1"">TCGA-C5-A1M9-01Z-00-DX1</a>"
TCGA-C5-A1MN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A1MN-01Z-00-DX1"">TCGA-C5-A1MN-01Z-00-DX1</a>"
TCGA-C5-A2LS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A2LS-01Z-00-DX1"">TCGA-C5-A2LS-01Z-00-DX1</a>"
TCGA-C5-A7CO,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C5-A7CO-01Z-00-DX1"">TCGA-C5-A7CO-01Z-00-DX1</a>"
TCGA-C8-A137,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C8-A137-01Z-00-DX1"">TCGA-C8-A137-01Z-00-DX1</a>"
TCGA-C8-A1HG,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C8-A1HG-01Z-00-DX1"">TCGA-C8-A1HG-01Z-00-DX1</a>"
TCGA-C8-A1HN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C8-A1HN-01Z-00-DX1"">TCGA-C8-A1HN-01Z-00-DX1</a>"
TCGA-C8-A8HR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-C8-A8HR-01Z-00-DX1"">TCGA-C8-A8HR-01Z-00-DX1</a>"
TCGA-CA-5256,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CA-5256-01Z-00-DX1"">TCGA-CA-5256-01Z-00-DX1</a>"
TCGA-CD-5798,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CD-5798-01Z-00-DX1"">TCGA-CD-5798-01Z-00-DX1</a>"
TCGA-CD-5800,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CD-5800-01Z-00-DX1"">TCGA-CD-5800-01Z-00-DX1</a>"
TCGA-CF-A3MG,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CF-A3MG-01Z-00-DX1"">TCGA-CF-A3MG-01Z-00-DX1</a>"
TCGA-CF-A9FF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CF-A9FF-01Z-00-DX1"">TCGA-CF-A9FF-01Z-00-DX1</a>"
TCGA-CG-4300,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CG-4300-01Z-00-DX1"">TCGA-CG-4300-01Z-00-DX1</a>"
TCGA-CG-4305,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CG-4305-01Z-00-DX1"">TCGA-CG-4305-01Z-00-DX1</a>"
TCGA-CG-4449,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CG-4449-01Z-00-DX1"">TCGA-CG-4449-01Z-00-DX1</a>"
TCGA-CG-4476,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CG-4476-01Z-00-DX1"">TCGA-CG-4476-01Z-00-DX1</a>"
TCGA-CH-5737,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CH-5737-01Z-00-DX1"">TCGA-CH-5737-01Z-00-DX1</a>"
TCGA-CH-5766,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CH-5766-01Z-00-DX1"">TCGA-CH-5766-01Z-00-DX1</a>"
TCGA-CK-5912,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CK-5912-01Z-00-DX1"">TCGA-CK-5912-01Z-00-DX1</a>"
TCGA-CK-6748,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CK-6748-01Z-00-DX1"">TCGA-CK-6748-01Z-00-DX1</a>"
TCGA-CM-5341,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CM-5341-01Z-00-DX1"">TCGA-CM-5341-01Z-00-DX1</a>"
TCGA-CM-5860,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CM-5860-01Z-00-DX1"">TCGA-CM-5860-01Z-00-DX1</a>"
TCGA-CM-5864,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CM-5864-01Z-00-DX1"">TCGA-CM-5864-01Z-00-DX1</a>"
TCGA-CM-6679,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-CM-6679-01Z-00-DX1"">TCGA-CM-6679-01Z-00-DX1</a>"
TCGA-D1-A15V,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-D1-A15V-01Z-00-DX1"">TCGA-D1-A15V-01Z-00-DX1</a>"
